config_tag,sample_idx,video_id,qa_type,question,answer_options,prune_text,prune_gaze,prune_random,prune_alpha,prune_ratio,prune_layer,input_preprocessing_s,vision_encoder_s,decode_s,tokens_generated,decode_ms_per_token,correct_answer,predicted_answer,correct,cot_output,scene_description,llm_judge_score,llm_judge_reasoning,llm_coverage_scene,llm_coverage_relevance,llm_coverage_logic,llm_coverage_final,llm_coverage_breakdown,llm_pref_winner,llm_pref_reasoning
caption_random_r0.5,47,566ad4e5-1ce4-4679-9d19-ef63072c848c,spatial,Where is the object that you looked at for the longest time relative to your current position and other objects in the scene?,"A: The object is on the table, directly in front of me, near the cards I am shuffling.|B: The object is on the floor, to the left of the person sitting across from me.|C: The object is on the couch, behind the person sitting next to me.|D: The object is on the table, to the right of the cards I am holding.|E: The object is on the table, between the cards I am holding and the person sitting across from me.",0,0,1,,0.5,10,0.3076,0.9503,30.5172,800,38.147,The camera wearer converses to woman T The camera wearer looks at woman T The camera wearer takes the cards The camera wearer looks at man Y The camera wearer shuffles the cards The camera wearer looks at the cards The camera wearer shuffles the cards The camera wearer converses to the colleagues,"The video depicts a group of people engaged in a card game. The scene is set in a living room, with a table in the center where the game is being played. The individuals are dressed casually, and the room is well-lit with natural light coming from a window.  1. **Initial Setup**: The person in the center of the room is seated at table, holding a deck of cards in their hands. The cards are spread out on the table, and there are some cards already on the table, indicating that the game has been in progress.  2. **Action**: The person in the center picks up a card from the table and places it on the table in front of them. This action suggests that they are dealing cards or shuffling the deck.  3. **Interaction**: The person in the center then picks up another card from the table and places it on the table in front of them. This indicates that they are dealing cards or shuffling the deck.  4. **Action**: The person in the center picks up a card from the table and places it on the table in front of them again. This action suggests that they are dealing cards or shuffling the deck.  5. **Interaction**: The person in the center picks up another card from the table and places it on the table in front of them. This action indicates that they are dealing cards or shuffling the deck.  6. **Action**: The person in the center picks up a card from the table and places it on the table in front of them again. This action suggests that they are dealing cards or shuffling the deck.  7. **Interaction**: The person in the center picks up another card from the table and places it on the table in front of them again. This action indicates that they are dealing cards or shuffling the deck.  8. **Action**: The person in the center picks up a card from the table and places it on the table in front of them again. This action suggests that they are dealing cards or shuffling the deck.  9. **Interaction**: The person in the center picks up another card from the table and places it on the table in front of them again. This action indicates that they are dealing cards or shuffling the deck.  10. **Action**: The person in the center picks up a card from the table and places it on the table in front of them again. This action suggests that they are dealing cards or shuffling the deck.  11. **Interaction**: The person in the center picks up another card from the table and places it on the table in front of them again. This action indicates that they are dealing cards or shuffling the deck.  12. **Action**: The person in the center picks up a card from the table and places it on the table in front of them again. This action suggests that they are dealing cards or shuffling the deck.  13. **Interaction**: The person in the center picks up another card from the table and places it on the table in front of them again. This action indicates that they are dealing cards or shuffling the deck.  14. **Action**: The person in the center picks up a card from the table and places it on the table in front of them again. This action suggests that they are dealing cards or shuffling the deck.  15. **Interaction**: The person in the center picks up another card from the table and places it on the table in front of them again. This action indicates that they are dealing cards or shuffling the deck.  16. **Action**: The person in the center picks up a card from the table and places it on the table in front of them again. This action suggests that they are dealing cards or shuffling the deck.  17. **Interaction**: The person in the center picks up another card from the table and places it on the table in front of them again. This action indicates that they are dealing cards or",,,,,,,,,,,,
caption_no_prune,48,2bb31b69-fcda-4f54-8338-f590944df999,causal,"Why did I pick the cards while A lady X was reshuffling her cards, considering the shifts in my attention?",A: I was trying to anticipate A lady X's next move by observing her card handling.|B: I was distracted by a shiny object near the cards and reached for it.|C: I was preparing to play my next card based on the current game state.|D: I was mimicking A lady X's actions as part of a social behavior.|E: I was checking if any specific card was missing from the deck.,0,0,0,,,,0.3099,0.9622,8.4318,205,41.131,The camera wearer holds the cards The camera wearer reshuffles the cards The camera wearer plays the poker card Another person A lady X reshuffles the cards Another person A lady X plays the poker card Another person A lady X talks to C Another person A lady X touches the card Another person A lady X reshuffles the cards,"In the video, we see a person sitting on the floor with a pile of cards in front of them. The person is wearing a striped sweater and glasses. The camera is positioned from the person's perspective, capturing their actions. The person is shuffling the cards and then begins to deal them out on the floor. The cards are scattered around the floor, and the person continues to shuffle and deal cards. The scene takes place in a living room with a couch and a potted plant in the background. The person appears to be engaged in a card game or a similar activity. The overall atmosphere is casual and relaxed. The person's actions are deliberate and focused on the task at hand. The video captures the essence of a simple, everyday activity, highlighting the simplicity and enjoyment of playing cards. The person's movements are smooth and controlled, indicating a level of familiarity with the game. The video provides a glimpse into a moment of leisure and entertainment, showcasing the simple pleasures of playing a game with friends or family.",,,,,,,,,,,,
caption_random_r0.5,48,2bb31b69-fcda-4f54-8338-f590944df999,causal,"Why did I pick the cards while A lady X was reshuffling her cards, considering the shifts in my attention?",A: I was trying to anticipate A lady X's next move by observing her card handling.|B: I was distracted by a shiny object near the cards and reached for it.|C: I was preparing to play my next card based on the current game state.|D: I was mimicking A lady X's actions as part of a social behavior.|E: I was checking if any specific card was missing from the deck.,0,0,1,,0.5,10,0.3136,0.9515,8.1766,207,39.5,The camera wearer holds the cards The camera wearer reshuffles the cards The camera wearer plays the poker card Another person A lady X reshuffles the cards Another person A lady X plays the poker card Another person A lady X talks to C Another person A lady X touches the card Another person A lady X reshuffles the cards,"In the video, a person is sitting on the floor in a living room, playing a game of cards. The person is wearing a striped sweater and glasses. The cards are spread out on the floor in front of them, and the person is holding a deck of cards in their hands. The cards are being dealt out, and the person is looking at the cards as they are dealt. The person is also making gestures with their hands, possibly indicating the next move in the game. The scene is set in a cozy living room with a couch and a plant in the background. The focus of the video is on the person's interaction with the cards and their movements. The video captures the casual and relaxed atmosphere of a game of cards being played in a comfortable home setting. The person's actions are deliberate and focused on the game, with a sense of enjoyment and engagement in the activity. The video provides a glimpse into a moment of leisure and entertainment, with the person's movements and expressions conveying a sense of enjoyment and concentration.",,,,,,,,,,,,
caption_no_prune,49,2bb31b69-fcda-4f54-8338-f590944df999,temporal,What did the viewer look at immediately after placing the phone on the table?,A: The lady X fixing her glasses|B: The shoe that the lady X lifted|C: The paper on the table|D: The lady X lifting her hand|E: The camera being fixed,0,0,0,,,,0.3077,0.9394,8.5704,210,40.811,The camera wearer scrolls the phone Another person A lady X places #unsure on the table Another person A lady X lifts her hand Another person A lady X fixes the glasses The camera wearer fixes the camera The camera wearer picks #unsure from the table Another person A lady X lifts the shoe The camera wearer opens the paper,"The video depicts a scene in a living room where two individuals are engaged in a playful activity. The person holding a smartphone is seated on the floor, holding the device with both hands. The smartphone screen displays a circular loading or charging icon, indicating that the device is likely charging or has been recently charged.  The individual on the floor is wearing a pink and blue sweater and has long hair. They are seated on a patterned rug, and their feet are visible. They appear to be in motion, possibly jumping or dancing, as indicated by their body posture and the movement of their feet. The person on the floor is also wearing a pair of glasses and has a small object in their hand, which is not clearly visible in the frame.  In the background, there is a couch with a person sitting on it, partially visible. The room has a plant on a shelf, a television set mounted on the wall, and various other household items. The overall atmosphere suggests a casual, relaxed environment, possibly in a living room or a similar setting.",,,,,,,,,,,,
caption_random_r0.5,49,2bb31b69-fcda-4f54-8338-f590944df999,temporal,What did the viewer look at immediately after placing the phone on the table?,A: The lady X fixing her glasses|B: The shoe that the lady X lifted|C: The paper on the table|D: The lady X lifting her hand|E: The camera being fixed,0,0,1,,0.5,10,0.3142,0.9526,9.3586,243,38.513,The camera wearer scrolls the phone Another person A lady X places #unsure on the table Another person A lady X lifts her hand Another person A lady X fixes the glasses The camera wearer fixes the camera The camera wearer picks #unsure from the table Another person A lady X lifts the shoe The camera wearer opens the paper,"The video depicts a scene in a living room where two individuals are engaged in a playful activity. The person holding a smartphone is standing and appears to be recording or filming the scene. The individual on the floor is sitting on a couch, wearing a pink and blue sweater, and is holding a toy. The person on the couch is also wearing a pink sweater and has a pair of glasses on.  The room has a cozy atmosphere with a large plant in the background, a television mounted on the wall, and a wooden floor. The floor is covered with a patterned rug. The person on the couch is holding a toy, which appears to be a small, colorful object, possibly a toy car or a similar item. The person holding the smartphone is standing and appears to be recording or filming the scene, as indicated by the smartphone's screen and the angle of the video.  The person on the couch is sitting with their legs crossed, and they seem to be enjoying the activity, possibly playing with the toy. The person holding the smartphone is standing and appears to be focused on the video being recorded. The overall mood of the scene is light-hearted and playful, with the individuals engaged in a fun activity together.",,,,,,,,,,,,
caption_no_prune,50,566ad4e5-1ce4-4679-9d19-ef63072c848c,temporal,What did the viewer look at immediately after moving the cards on their hands?,A: The television|B: Man Y|C: The sachet on the table|D: The floor|E: The window,0,0,0,,,,0.3038,0.957,11.2944,279,40.482,Another person man Y converses to C The camera wearer responds to man Y Another person man Y moves his hand The camera wearer moves his hand The camera wearer points at man Y Another person man Y touches a sachet on the hands The camera wearer moves the cards on the hands The camera wearer looks at man Y,"In the video, we see a man sitting on a chair in a living room. He is wearing a red and black checkered shirt and glasses. The room has a television on a table, a backpack on the floor, and a curtain covering the window. The man is holding a deck of cards in his hands and appears to be shuffling them.   The camera then shifts to a close-up of the man's hands, showing that he is shuffling the cards. The focus then shifts back to the man, who is still shuffling the cards. The man continues to shuffle the cards, and the camera captures his movements closely.  As the video progresses, the man's hands become more visible, and we can see that he is shuffling the cards with a certain technique. The cards are being moved quickly and efficiently, indicating that the man is experienced in card tricks.  The man then places the deck of cards on the table, and the camera captures the cards being spread out and laid out on the table. The man then picks up a deck of cards from the table and begins to shuffle them again.  The video captures the man's focus and concentration as he shuffles the cards, and the camera provides a clear view of the cards being handled with care and precision. The man's movements are smooth and controlled, and the cards are being handled with a high level of skill.",,,,,,,,,,,,
caption_random_r0.5,50,566ad4e5-1ce4-4679-9d19-ef63072c848c,temporal,What did the viewer look at immediately after moving the cards on their hands?,A: The television|B: Man Y|C: The sachet on the table|D: The floor|E: The window,0,0,1,,0.5,10,0.307,0.9504,8.4031,216,38.903,Another person man Y converses to C The camera wearer responds to man Y Another person man Y moves his hand The camera wearer moves his hand The camera wearer points at man Y Another person man Y touches a sachet on the hands The camera wearer moves the cards on the hands The camera wearer looks at man Y,"In the video, a person is seated on a chair in a living room. The room has a television on a stand, a curtain, and a couch. The person is wearing a red and black checkered shirt and has long hair. They are holding a deck of cards in their hands and appear to be shuffling them. Another person, who is partially visible, is holding a piece of paper and appears to be engaged in a conversation or activity. The focus of the video is on the person shuffling the cards, with the other person in the background engaged in their own activity. The setting suggests a casual, relaxed environment. The person shuffling the cards is the main focus of the video, with the other person in the background adding context to the scene. The room's decor and the person's attire suggest a home setting. The video captures a moment of interaction between the two individuals, with the shuffling of the cards being the central activity. The person in the background is not the primary focus, but their presence adds to the overall atmosphere of the scene.",,,,,,,,,,,,
caption_no_prune,51,dafc891e-05f0-4734-88c6-1f818ac67a23,spatial,Where is the jigsaw piece that you focused on for the longest time relative to your current hand position?,"A: The jigsaw piece is in the second box, directly below your left hand.|B: The jigsaw piece is on the table, to the right of your left hand.|C: The jigsaw piece is in the first bowl, slightly to the left of your left hand.|D: The jigsaw piece is in the second box, to the left of your left hand.|E: The jigsaw piece is on the table, in front of your left hand.",0,0,0,,,,0.3114,0.9582,8.6023,207,41.557,The camera wearer moves jigsaw pieces from her left hand to the second box The camera wearer moves jigsaw pieces from her left hand to the table The camera wearer moves jigsaw pieces from her left hand to the second box The camera wearer moves jigsaw pieces from her left hand to the first bowl The camera wearer moves the jigsaw pieces on her left hand The camera wearer moves jigsaw pieces from her left hand to the second box The camera wearer moves jigsaw pieces from her left hand to the first bowl The camera wearer drops the pieces in the second box,"The video shows a person sitting at a table, engaged in the process of assembling a jigsaw puzzle. The person is holding a handful of puzzle pieces in their left hand, which are scattered across the table. The table is cluttered with various objects, including a box of puzzle pieces, a box of puzzle pieces, a pair of scissors, a cup, and a bottle. The person is using their right hand to sort through the puzzle pieces, picking them up and placing them back on the table. The focus is on the hands and the puzzle pieces, with the background showing a kitchen setting. The person appears to be methodically organizing the puzzle pieces, possibly to ensure they are in the correct order for the puzzle. The overall scene suggests a casual, leisurely activity, likely a hobby or a pastime. The person's actions are deliberate and focused, indicating a sense of concentration and enjoyment in the activity. The video captures the simplicity and satisfaction of solving a puzzle, highlighting the process of sorting and organizing the pieces.",,,,,,,,,,,,
caption_random_r0.5,51,dafc891e-05f0-4734-88c6-1f818ac67a23,spatial,Where is the jigsaw piece that you focused on for the longest time relative to your current hand position?,"A: The jigsaw piece is in the second box, directly below your left hand.|B: The jigsaw piece is on the table, to the right of your left hand.|C: The jigsaw piece is in the first bowl, slightly to the left of your left hand.|D: The jigsaw piece is in the second box, to the left of your left hand.|E: The jigsaw piece is on the table, in front of your left hand.",0,0,1,,0.5,10,0.3071,0.9393,8.2968,214,38.77,The camera wearer moves jigsaw pieces from her left hand to the second box The camera wearer moves jigsaw pieces from her left hand to the table The camera wearer moves jigsaw pieces from her left hand to the second box The camera wearer moves jigsaw pieces from her left hand to the first bowl The camera wearer moves the jigsaw pieces on her left hand The camera wearer moves jigsaw pieces from her left hand to the second box The camera wearer moves jigsaw pieces from her left hand to the first bowl The camera wearer drops the pieces in the second box,"The video shows a person sitting at a table, engaged in the process of assembling a jigsaw puzzle. The person is holding a handful of puzzle pieces in their left hand, which are scattered on the table. The table is cluttered with various objects, including a box of puzzle pieces, a pair of scissors, a bottle, and a cup. The person is using their right hand to sort through the puzzle pieces, examining them and deciding which ones to place in the puzzle. The focus is on the person's hands and the puzzle pieces, with the background providing context to the setting. The overall scene suggests a casual, leisurely activity of puzzle-solving. The person appears to be methodically working through the puzzle, ensuring that each piece is placed correctly. The video captures the attention to detail and patience required for completing a jigsaw puzzle. The person's movements are deliberate and focused, indicating a sense of concentration and enjoyment in the activity. The cluttered background adds to the sense of a home environment, where the person is enjoying a quiet, solitary activity.",,,,,,,,,,,,
caption_no_prune,52,566ad4e5-1ce4-4679-9d19-ef63072c848c,temporal,What did the viewer look at immediately after taking the cards from the table?,A: The television on the left side of the room.|B: The paper that man Y was holding.|C: The box on the table.|D: The sachet previously placed on the table.|E: Man Y's hand as he moved it.,0,0,0,,,,0.3683,0.9577,31.9409,800,39.926,Another person man Y moves his hand The camera wearer puts the sachet on the table The camera wearer takes cards The camera wearer places the cards on the table The camera wearer converses to man Y The camera wearer moves his hand Another person man Y turns a paper The camera wearer opens the box,"In the video, we see a person sitting on a couch in a living room. The person is wearing a red and black checkered shirt and glasses. The room has a TV on a stand and a bed with a white sheet in the background. The person is holding a piece of paper and appears to be reading it.  The camera then shifts to a close-up of the person's hands, which are holding a deck of cards. The cards are spread out on a table in front of the person. The person then picks up a card from the deck and places it on the table. The camera focuses on the person's hands and the cards as they continue to shuffle and deal the deck.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the deck. The camera continues to capture the person's hands and the cards as they shuffle and deal the deck again.  The person then picks up a card from the table and places it on the",,,,,,,,,,,,
caption_random_r0.5,52,566ad4e5-1ce4-4679-9d19-ef63072c848c,temporal,What did the viewer look at immediately after taking the cards from the table?,A: The television on the left side of the room.|B: The paper that man Y was holding.|C: The box on the table.|D: The sachet previously placed on the table.|E: Man Y's hand as he moved it.,0,0,1,,0.5,10,0.2843,0.9448,30.3927,800,37.991,Another person man Y moves his hand The camera wearer puts the sachet on the table The camera wearer takes cards The camera wearer places the cards on the table The camera wearer converses to man Y The camera wearer moves his hand Another person man Y turns a paper The camera wearer opens the box,"In the video, a person is sitting on a couch in a living room. They are holding a stack of cards in their hands. Another person is standing next to them, also holding a stack of cards. The person sitting on the couch is clapping their hands, and the person standing next to them is clapping as well. The person sitting on the couch is then seen shuffling the cards in their hands. The person standing next to them is also seen shuffling the cards in their hands. The person sitting on the couch then picks up a card from the table and places it on the table in front of them. The person standing next to them picks up a card from the table and places it on the table in front of them. The person sitting on the couch then picks up a card from the table and places it on the table in front of them. The person standing next to them picks up a card from the table and places it on the table in front of them. The person sitting on the couch then picks up a card from the table and places it on the table in front of them. The person standing next to them picks up a card from the table and places it on the table in front of them. The person sitting on the couch then picks up a card from the table and places it on the table in front of them. The person standing next to them picks up a card from the table and places it on the table in front of them. The person sitting on the couch then picks up a card from the table and places it on the table in front of them. The person standing next to them picks up a card from the table and places it on the table in front of them. The person sitting on the couch then picks up a card from the table and places it on the table in front of them. The person standing next to them picks up a card from the table and places it on the table in front of them. The person sitting on the couch then picks up a card from the table and places it on the table in front of them. The person standing next to them picks up a card from the table and places it on the table in front of them. The person sitting on the couch then picks up a card from the table and places it on the table in front of them. The person standing next to them picks up a card from the table and places it on the table in front of them. The person sitting on the couch then picks up a card from the table and places it on the table in front of them. The person standing next to them picks up a card from the table and places it on the table in front of them. The person sitting on the couch then picks up a card from the table and places it on the table in front of them. The person standing next to them picks up a card from the table and places it on the table in front of them. The person sitting on the couch then picks up a card from the table and places it on the table in front of them. The person standing next to them picks up a card from the table and places it on the table in front of them. The person sitting on the couch then picks up a card from the table and places it on the table in front of them. The person standing next to them picks up a card from the table and places it on the table in front of them. The person sitting on the couch then picks up a card from the table and places it on the table in front of them. The person standing next to them picks up a card from the table and places it on the table in front of them. The person sitting on the couch then picks up a card from the table and places it on the table in front of them. The person standing next to them picks up a card from the table and places it on the table in front of them. The person sitting on the couch then picks up a card from the",,,,,,,,,,,,
caption_random_r0.5,53,566ad4e5-1ce4-4679-9d19-ef63072c848c,causal,"Why did I put a card on the table while organizing them, given the observed changes in my attention?",A: I was focusing on the box to ensure it was properly placed.|B: I was distracted by man Y and accidentally dropped a card.|C: I was checking the cards' arrangement and decided to place one down.|D: I was trying to signal something to the others with the card placement.|E: I was preparing the cards for a trick.,0,0,1,,0.5,10,0.2873,0.9404,8.0358,210,38.266,The camera wearer looks at a box The camera wearer puts the box on the table The camera wearer moves the cards on the hands The camera wearer looks at the table The camera wearer turns the cards The camera wearer looks at man Y The camera wearer converses to the colleagues The camera wearer puts a card on the table,"In the video, we see a group of people sitting around a table, engaged in a card game. The table is covered with several cards, some of which are scattered around the table. The individuals are actively participating in the game, with some of them holding cards in their hands and others looking at the cards on the table. The setting appears to be a casual, social gathering, possibly in a living room or a similar indoor space. The individuals are dressed in casual clothing, and the overall atmosphere is one of enjoyment and interaction. The focus of the video is on the game being played, with the individuals' actions and interactions being the central elements. The video captures the essence of a friendly, engaging card game being played in a relaxed environment. The camera angle is close-up, providing a detailed view of the game and the participants' actions. The lighting is bright, ensuring that the scene is well-lit and easy to see. Overall, the video depicts a moment of social interaction and entertainment, with the individuals immersed in the game.",,,,,,,,,,,,
caption_no_prune,53,566ad4e5-1ce4-4679-9d19-ef63072c848c,causal,"Why did I put a card on the table while organizing them, given the observed changes in my attention?",A: I was focusing on the box to ensure it was properly placed.|B: I was distracted by man Y and accidentally dropped a card.|C: I was checking the cards' arrangement and decided to place one down.|D: I was trying to signal something to the others with the card placement.|E: I was preparing the cards for a trick.,0,0,0,,,,0.3138,0.9622,11.9642,285,41.98,The camera wearer looks at a box The camera wearer puts the box on the table The camera wearer moves the cards on the hands The camera wearer looks at the table The camera wearer turns the cards The camera wearer looks at man Y The camera wearer converses to the colleagues The camera wearer puts a card on the table,"In the video, we see a group of people sitting around a table in a living room. They are engaged in a card game. The person in the foreground is holding a deck of cards, shuffling them with their hands. The cards are scattered on the table, and the person continues to shuffle them. The other individuals around the table are also engaged in the game, with some holding cards and others watching the shuffling. The room is well-lit, and the background includes a couch and a television. The overall atmosphere is casual and social, with people enjoying a friendly game of cards. The person in the foreground is focused on their task of shuffling the cards, while the others are engaged in the game, with some of them holding cards and others watching the shuffling. The room is comfortable and inviting, with a cozy atmosphere. The video captures the essence of a friendly gathering, where people come together to enjoy a game of cards and have a good time. The shuffling of the cards is a crucial part of the game, as it helps to distribute the cards evenly and ensures that each player has an equal chance of winning. The other individuals around the table are likely friends or acquaintances, and they are likely to be enjoying the game and each other's company. The video captures the essence of a friendly gathering, where people come together to enjoy a game of cards and have a good time.",,,,,,,,,,,,
caption_random_r0.5,54,566ad4e5-1ce4-4679-9d19-ef63072c848c,causal,"Why did I shuffle the cards while organizing them, given the observed changes in my attention?",A: I was focusing on the deck to ensure it was properly shuffled.|B: I was distracted by the cards' edges and kept adjusting them.|C: I was checking if any specific card was missing from the deck.|D: I was trying to hide certain cards from the others.|E: I was preparing the cards for a trick.,0,0,1,,0.5,10,0.3094,0.8934,7.8568,203,38.703,The camera wearer converses to woman T The camera wearer looks at woman T The camera wearer takes the cards The camera wearer looks at man Y The camera wearer shuffles the cards The camera wearer looks at the cards The camera wearer shuffles the cards The camera wearer converses to the colleagues,"The video depicts a group of people engaged in a card game. The scene is set in a living room with a couch and a table in the background. The focus is on a person seated at the table, holding a deck of cards in their hands. The person is wearing a red and black checkered shirt and sunglasses.   The person is dealing cards to another individual seated across from them. The cards are being dealt face down onto the table. The person at the table is also wearing sunglasses and appears to be engaged in the game.   In the foreground, another person is visible, holding a deck of cards in their hands. This person is also wearing sunglasses and appears to be in the process of dealing cards to the person seated across from them.   The overall atmosphere of the scene is casual and social, with the individuals appearing to be enjoying a friendly game of cards. The video captures the interaction between the players, the arrangement of the cards on the table, and the general ambiance of the room.",,,,,,,,,,,,
caption_no_prune,54,566ad4e5-1ce4-4679-9d19-ef63072c848c,causal,"Why did I shuffle the cards while organizing them, given the observed changes in my attention?",A: I was focusing on the deck to ensure it was properly shuffled.|B: I was distracted by the cards' edges and kept adjusting them.|C: I was checking if any specific card was missing from the deck.|D: I was trying to hide certain cards from the others.|E: I was preparing the cards for a trick.,0,0,0,,,,0.303,0.9556,8.4938,205,41.433,The camera wearer converses to woman T The camera wearer looks at woman T The camera wearer takes the cards The camera wearer looks at man Y The camera wearer shuffles the cards The camera wearer looks at the cards The camera wearer shuffles the cards The camera wearer converses to the colleagues,"The video depicts a group of people engaged in a card game. The scene is set in a living room with a couch and a table in the background. The focus is on a person sitting at the table, holding a deck of cards. The person is wearing a red and black checkered shirt and sunglasses. Another person, who appears to be a woman, is seated on the couch, holding a card in her hand. The third person, who is partially visible, is also seated on the couch and appears to be engaged in the game.  The person at the table is shuffling the cards, moving them around in their hands. The cards are scattered on the table, and the person is focused on the task at hand. The woman on the couch is watching the shuffling process, possibly waiting for her turn to play. The third person is not actively participating in the game but is observing the shuffling.  The overall atmosphere of the scene is casual and social, with the group enjoying a game of cards together.",,,,,,,,,,,,
caption_random_r0.5,55,dafc891e-05f0-4734-88c6-1f818ac67a23,causal,"Why did I move the jigsaw pieces on the table while organizing them, given the observed changes in my attention?",A: I was trying to find a specific piece that matched the puzzle pattern.|B: I was distracted by the phone and kept checking it instead of focusing on the puzzle.|C: I was clearing space for the bowls I picked from the box.|D: I was arranging the pieces based on their color and shape.|E: I was mimicking someone else's actions as they were also working on the puzzle.,0,0,1,,0.5,10,0.3173,0.951,12.8383,338,37.983,The camera wearer picks a phone from a table The camera wearer presses the phone The camera wearer drops the phone on the table The camera wearer picks two bowls from a box The camera wearer drops the bowls on the table The camera wearer moves the box on the table with her left hand The camera wearer moves a second box on the table with her right hand The camera wearer picks the first box from the table with her left hand,"The person in the video is standing in a kitchen, holding a smartphone with a screen displaying a Wi-Fi signal icon. The kitchen appears to be cluttered with various items, including a box, a puzzle, and a few other objects on the countertop. The person is wearing a gray sweater and appears to be in the middle of a task, possibly related to Wi-Fi connectivity or a similar activity. The scene suggests a casual, everyday setting, with the person likely engaged in a task that involves Wi-Fi or similar connectivity. The cluttered background indicates a busy environment, possibly a home office or a space where multiple tasks are being carried out simultaneously. The person's focus on the smartphone suggests they are either checking for connectivity, setting up a device, or navigating through a Wi-Fi network. The overall atmosphere is one of routine and productivity.   ---  **Step-by-Step Description:**  1. **Positioning the Smartphone:** The person holds the smartphone in their right hand, with the screen facing forward. 2. **Checking the Screen:** The person looks at the smartphone screen, which displays a Wi-Fi signal icon. 3. **Action:** The person appears to be either checking for connectivity or setting up a device that requires Wi-Fi connectivity. 4. **Context:** The kitchen setting with various items on the countertop suggests a busy environment, possibly a home office or a space where multiple tasks are being carried out simultaneously. 5. **Focus:** The person's focus on the smartphone indicates they are likely engaged in a task that involves Wi-Fi or similar connectivity.  ---  This detailed description captures the essence of the video, providing a clear understanding of the actions and environment depicted.",,,,,,,,,,,,
caption_no_prune,55,dafc891e-05f0-4734-88c6-1f818ac67a23,causal,"Why did I move the jigsaw pieces on the table while organizing them, given the observed changes in my attention?",A: I was trying to find a specific piece that matched the puzzle pattern.|B: I was distracted by the phone and kept checking it instead of focusing on the puzzle.|C: I was clearing space for the bowls I picked from the box.|D: I was arranging the pieces based on their color and shape.|E: I was mimicking someone else's actions as they were also working on the puzzle.,0,0,0,,,,0.3037,0.9574,13.5312,332,40.757,The camera wearer picks a phone from a table The camera wearer presses the phone The camera wearer drops the phone on the table The camera wearer picks two bowls from a box The camera wearer drops the bowls on the table The camera wearer moves the box on the table with her left hand The camera wearer moves a second box on the table with her right hand The camera wearer picks the first box from the table with her left hand,"The person in the video is in a kitchen, holding a smartphone with the screen showing a Wi-Fi signal icon. They are standing in front of a table with various items on it, including a box, a puzzle, and some cleaning supplies. The person then picks up the box and places it on the table. The box appears to be a cardboard box with a lid, possibly containing a package or a box of items. The person then moves the box slightly to the side of the table. The video captures the person's actions in a close-up shot, focusing on their hands and the objects they are interacting with. The kitchen setting provides a casual and everyday context for the scene. The person seems to be preparing to move or use the box, possibly for packing or unpacking. The Wi-Fi signal on the smartphone suggests that the person might be using a mobile device for internet access or communication. Overall, the video captures a simple, everyday moment in a kitchen setting.   ---  **Step-by-Step Description:**  1. **Initial Positioning:** The person is standing in front of a table with various items on it. 2. **Action:** The person picks up the box from the table. 3. **Movement:** The person places the box on the table. 4. **Adjustment:** The person moves the box slightly to the side of the table. 5. **Final Position:** The box is now positioned on the table, with the person's hands visible in the frame.  ---  This detailed description provides a clear understanding of the actions and objects involved in the video, ensuring that a text-based model can accurately answer any related questions.",,,,,,,,,,,,
